# Projected PCA examples
-0.23635856225681037 -0.46573815912164906 0.2807704818652893
0.5045607583408545 0.5984719027234565 0.1520310405956358
-1.0135607131302113 0.5822470541905984 -0.300053378991179
0.8476197334555539 0.5713405487593433 0.3310373176047892
0.18167679512230514 -0.22095042133962384 -0.2108459157814703
0.48284279370434713 -0.2164675575420236 -0.33803553775572304
0.7953166451217706 -0.16001612506374618 -0.4559626907881654
-0.1401743340393859 -0.5006038757847584 0.3140162290053666
-1.1508402220895841 0.491656892213001 -0.018394470817564536
0.7246032412531729 0.5842093734467092 0.22506743618264025
-0.31245353677840104 -0.3983366149321943 0.011962489281919782
-0.6860312079920455 -0.5700603496764514 0.31229860246562435
-0.6017829131732286 -0.3989213198049539 0.264635671630659
-0.3502063409504526 -0.49435122608791715 0.2566589472086168
0.7261514229184435 0.5431735731138867 0.48090717287842777
-0.9922238314797145 0.5949705801489084 -0.2608244649435198
0.7021326236175663 0.6105105807998041 0.1635452174998606
0.7419328132052512 -0.19005171238101404 -0.34482000105439076
-0.553427711257878 0.16572437506219415 0.10540593305384524
-0.1792092799336415 -0.5072704608397713 0.3126453664153654
-0.04098377148215039 -0.42331693413052324 0.13482512662783877
0.12839073732125889 -0.39679833482152127 -0.03490805772769619
0.36571573857089656 -0.18533983065071194 -0.6624343456152778
0.7577864479613521 -0.21703315653031258 -0.3260456478294712
0.10496593032131309 -0.41298902348831656 0.2070784574565398
-0.20467708599451337 0.003855418646667664 0.5018617837546728
0.5655336984237921 -0.20276909671080187 -0.40155985233039104
0.17207780211477558 -0.2921860312956422 -0.4874791203757518
0.5020946879599757 0.4855250461807537 0.38972995981193403
-0.5842753361649885 -0.4795864895326324 0.23645579372715333
0.9048805585762779 0.6140176607942747 0.2414536679647816
-0.7947136912683975 -0.5442431240641641 0.3275113600106715
1.1851257407005609 0.5911430172274106 0.28489634603010283
-1.0659679893335359 0.6204624669893787 -0.12880873199071768
0.08566687554015923 -0.42301425978192886 0.14545576774384286
0.4176362020065394 0.15084407881528492 -0.023809451789764312
-1.1508116451269372 0.5077493138152076 -0.17135540553551054
0.4171302867249371 -0.2794724694589198 -0.4149205259542846
-1.2176561328595024 0.4542324661897553 -0.1195542771980456
-1.0889965570055415 0.5649912287993988 -0.3647039626277141
0.4992153339758 -0.2950404215891689 -0.13290763708137113
0.5080488523909715 -0.27620778830868703 -0.22350857474379598
0.17367917014053927 0.217732968979622 -0.23174207520246276
-0.08162270211037678 -0.4206034961236884 0.0631843267475444
