# Projected PCA examples
-0.2482703056276873 -0.4606148440541629 -0.2620283497994196
0.5132675632756359 0.5949004347903901 -0.16760136545288132
-1.0063904632003335 0.5816154269218792 0.3017344895888638
0.8310465010896375 0.5768427750359046 -0.30429857765836377
0.1669354722543422 -0.2159066544999346 0.24506828173336948
0.4923748138185319 -0.2216632970029048 0.320419381342318
0.7941176584407122 -0.16195622613983143 0.45735958407346555
-0.14671031223670922 -0.49780277490482583 -0.3091024829553891
-1.1430130101666582 0.4912288073796959 0.011845243125427278
0.730637854985307 0.5812196608974218 -0.2395701330137032
-0.30342863464104514 -0.40154889602536514 -0.03268683130351093
-0.6877391613078946 -0.5680475889440969 -0.3139896903655108
-0.6121260662035869 -0.39354733532501057 -0.24389021786562534
-0.3549499772992213 -0.4918489483987137 -0.252680903507595
0.710274836577898 0.5488922390694346 -0.4558794679751404
-0.9836555435741753 0.5936248259949858 0.2545024364948545
0.7029936167338687 0.6095193603532691 -0.16593591706597915
0.7432102451249791 -0.1927201357077195 0.33943950393798483
-0.5547136450347867 0.16792525497406932 -0.09080200028785777
-0.18583887778892227 -0.504362092005229 -0.3073925266562479
-0.033295317137169295 -0.4263918255607185 -0.15575507832847738
0.13445173563079252 -0.3998021534896313 0.017754109197463737
0.37710991125233906 -0.19150478845167174 0.6448044110754308
0.7546040970254861 -0.21804215687093034 0.3282895717801231
0.10496552941046194 -0.41332783279090135 -0.21521861622027716
-0.20904761773604003 0.006762189622865429 -0.49497982574935867
0.5769430179951766 -0.20898639161984447 0.37971322226710696
0.1625647400364123 -0.28981664670881513 0.507990255657821
0.5018134502825169 0.48557195608835946 -0.3928137781065052
-0.5922639956606387 -0.4753254326297356 -0.2226408423169606
0.8906756833726526 0.6184587383455522 -0.2169901741038444
-0.8006128902239519 -0.5403275938029203 -0.3193581131549415
1.1885358326179325 0.5882026833142501 -0.3000217343023028
-1.0638146307591043 0.6219758176683023 0.13547422412894605
0.08395731060647157 -0.4227248010722817 -0.1494875466288463
0.41747645569384206 0.15014707174757871 0.023094870091127668
-1.1423614825068076 0.5068981668258886 0.16597640393785656
0.407837590621736 -0.2776102896043459 0.4318241150687805
-1.2215078730006668 0.45825314002530915 0.13697327569153772
-1.0816938163154088 0.5642205974897808 0.36356476166507196
0.5076123686767761 -0.29974535367749905 0.11095723902640259
0.49674336197759933 -0.2734948788372701 0.24200640412422925
0.1620906009034981 0.22183671499093274 0.262454904191164
-0.08080662798379591 -0.42097692341150594 -0.06812251538060167
